id,created_at,updated_at,created_by,type,category,severity,name,description,query,auto,alive_only,report_vuln,risk,exploitable,vid,cve,cvss2_base_score,cvss2_temporal_score,cvss3_base_score,cvss3_temporal_score,cpe23,solution,attributes
c45cbe8d-052f-4567-9612-27ba79a94fbc,2024-09-11,2024-09-11,salesengineering@runzero.com,assets,Policy,Info,Tenable: assets that have the Tenable agent installed,,"@tenable.dev.hasAgent:=""true""",false,true,false,None,false,,,0,0,0,0,,,{}
ba35eca4-18f9-400a-8028-81374c6f3757,2024-09-11,2024-09-11,salesengineering@runzero.com,assets,Policy,Info,Tenable: assets that haven't been scanned by Tenable in over 2 weeks,,"@tenable.dev.lastScanTimeTS:>""2weeks""",false,true,false,None,false,,,0,0,0,0,,,{}
6fc47bf7-c85e-4ade-baed-f0a618992ecd,2024-09-11,2024-09-11,salesengineering@runzero.com,assets,Policy,Info,Tenable: no authenticated scan has been run in the last 30 days,,@tenable.dev.lastAuthenticatedScanDateTS:>30d,false,true,false,None,false,,,0,0,0,0,,,{}
1554caab-e841-4679-994e-8b144743759d,2024-09-11,2024-09-11,salesengineering@runzero.com,assets,Policy,Info,Tenable: authenticated scan never occurred or is older than 30 days,,source:tenable and ((@tenable.dev.lastAuthenticatedScanDateTS:>30d) or (not @tenable.dev.lastAuthenticatedScanDateTS:>0)),false,true,false,None,false,,,0,0,0,0,,,{}
2f4bbf97-093d-4cfc-b09f-3484527cd23b,2024-09-11,2024-09-11,salesengineering@runzero.com,assets,Miscellaneous,Info,Tenable: Tenable fingerprint more generic than runZero fingerprint for Linux assets,,@tenable.dev.operatingSystems:%Linux% and not OS:%linux%,false,true,false,None,false,,,0,0,0,0,,,{}
bfdfe34c-b879-468c-8535-49b6da1782ca,2024-09-11,2024-09-11,salesengineering@runzero.com,assets,Miscellaneous,Info,Tenable: Generic Tenable fingerprint for Windows OS identification,,"@tenable.dev.operatingSystems:=""Microsoft Windows""",false,true,false,None,false,,,0,0,0,0,,,{}
00c61e4b-11bd-4cfe-8992-cc65a48f8788,2024-09-11,2024-09-11,salesengineering@runzero.com,assets,Security,Info,Tenable: assets with over an 8 ACR (asset criticality rating) score,,"has:""@tenable.dev.acrScore"" AND @tenable.dev.acrScore:""=8""",false,true,false,None,false,,,0,0,0,0,,,{}
1165cfc4-b71d-40f8-bfe3-954aaeada29d,2024-09-12,2024-09-12,salesengineering@runzero.com,vulnerabilities,Security,Critical,Tenable: High and Critical severity vulnerabilities that are on CISA's KEV,,"source:tenable AND (plugin.xrefs.type:""CISA-KNOWN-EXPLOITED"" OR kev:cisa) AND (severity:high OR severity:critical)",false,true,false,None,false,,,0,0,0,0,,,{}
47351520-f88c-454e-9be9-697aafde8b6b,2024-09-12,2024-09-12,salesengineering@runzero.com,vulnerabilities,Security,Critical,Tenable: newly reported critical vulns listed on the KEV,Critical vulnerabilities are to be remediated within 15 days per CISA guidance.,"source:tenable AND (plugin.xrefs.type:""CISA-KNOWN-EXPLOITED"" OR kev:cisa) AND severity:critical AND firstFoundTS:<24hours",false,true,false,None,false,,,0,0,0,0,,,{}
568d5442-e876-4f44-a540-99702ee8f728,2024-09-12,2024-09-12,salesengineering@runzero.com,vulnerabilities,Security,High,Tenable: newly reported high severity vulns listed on the KEV,High severity vulnerabilities are to be remediated within 30 days per CISA guidance.,"source:tenable AND (plugin.xrefs.type:""CISA-KNOWN-EXPLOITED"" OR kev:cisa) AND severity:high AND firstFoundTS:<24hours",false,true,false,None,false,,,0,0,0,0,,,{}
a62ca08f-dc43-4765-812d-f626dec2ef36,2024-09-12,2024-09-12,salesengineering@runzero.com,vulnerabilities,Security,High,Tenable: newly reported KEV vulns with 6 months to remediate per BOD 22-01,,"source:tenable AND (plugin.xrefs.type:""CISA-KNOWN-EXPLOITED"" OR kev:cisa) AND firstFoundTS:<24hours",false,true,false,None,false,,,0,0,0,0,,,{}
dd4960db-3ee1-4ec2-83de-4942a14c7d83,2024-09-12,2024-09-12,salesengineering@runzero.com,vulnerabilities,Security,Critical,Tenable: critical severity vulnerabilities with public exploits,,"source:tenable AND plugin.exploitabilityEase:""Exploits are available"" AND severity:critical",false,true,false,None,false,,,0,0,0,0,,,{}
993e31b4-1ae8-4874-8b23-bd3dde214494,2024-09-12,2024-09-12,salesengineering@runzero.com,vulnerabilities,Security,Critical,Tenable: high and critical severity vulnerabilities where exploits are not required,,"source:tenable AND plugin.exploitabilityEase:""No exploit is required"" AND (severity:critical OR severity:high)",false,true,false,None,false,,,0,0,0,0,,,{}
bbca1073-6afe-45a9-93e0-a873afff49d1,2024-09-12,2024-09-12,salesengineering@runzero.com,vulnerabilities,Security,High,Tenable: VPR score greater than 6.0,,"source:tenable AND plugin.vpr.score:>""6.0""",false,true,false,None,false,,,0,0,0,0,,,{}
1c2aa75a-8819-4ee1-aaa9-5a4a6ab4d79b,2024-09-12,2024-09-12,salesengineering@runzero.com,vulnerabilities,Security,Info,Tenable: vulnerabilities with an available patch,,"source:tenable AND plugin.hasPatch:""true""",false,true,false,None,false,,,0,0,0,0,,,{}
